來源/媒介,廣告活動,網頁標題,網頁路徑,所有使用者,工作階段,瀏覽,平均觀看次數,平均使用者參與
google / cpc,area,遠雄沐蘊-高雄市三民區預售屋/新建案-預約賞屋,/buildings/eh5/,1875,1955,2110,1.1253333333333333,22.602666666666668
google / cpc,20250616_台北豪宅/別墅,齊興_緻-台北市北投區/北士科住宅預售屋,/buildings/ar1/,1646,1764,1842,1.1190765492102066,7.792831105710814
google / cpc,gdn5-7,大河商爵-台北市士林區廠辦/預售新建案-預約賞屋，遠創力行銷,/buildings/dgm1/,1553,1699,1811,1.1661300708306503,26.57823567289118
(not set),20250808一輪播,齊興_緻-台北市北投區/北士科住宅預售屋,/buildings/ar1/,1032,1592,786,0.7616279069767442,1.7218992248062015
fb / 8fxz11,8-2,遠創力商用不動產| 與企業攜手佈局未來,/buildings/8fxz11/,1403,1543,1707,1.2166785459729152,11.598004276550249
google / organic,(organic),買房大小事：戶籍遷入如何辦理？ - 遠雄房地產,/life-proposal/land_household_registration/,1271,1470,1520,1.195908733280881,72.26829268292683
gdn / fm3,20250718,遠雄信義CENTER-新北市板橋區廠辦.商辦/預售新建案-預約賞屋,/buildings/fm3/,1339,1414,1625,1.2135922330097086,0.9036594473487677
google / cpc,gdn20257-1,北屯敦富路【遠雄敦富】- 北屯機捷預售屋．近好市多,/buildings/bh10/,1158,1325,1497,1.2927461139896372,31.362694300518136
google / organic,(organic),遠房實價登錄,/,1117,1259,1647,1.4744852282900627,1.8854073410922112
(direct) / (none),(direct),齊興_緻-台北市北投區/北士科住宅預售屋,/buildings/ar1/,1211,1227,732,0.6044591246903386,4.573905862923204
google / cpc,(organic),水湳建案【遠雄綠美】鄰近綠美圖．中央公園預售屋,/buildings/bh9/,1144,1211,1334,1.166083916083916,38.89160839160839
socialmedia / bh8,dcard_202508,遠房實價登錄,/,1169,1186,1240,1.0607356715141145,0
google_kw / dh2,(organic),台南永康新建案【遠雄山禾】-鹽行特區．3-4房,/buildings/dh2/,1059,1112,1202,1.1350330500472143,23.86685552407932
gdn / ar1,20250718,齊興_緻-台北市北投區/北士科住宅預售屋,/buildings/ar1/,988,1024,1087,1.1002024291497976,2.0698380566801617
google_kw / dh2,(organic),遠房實價登錄,/,956,996,1084,1.1338912133891212,1.5910041841004183
(not set),20250725二輪播,齊興_緻-台北市北投區/北士科住宅預售屋,/buildings/ar1/,517,989,675,1.3056092843326885,5.613152804642167
(direct) / (none),(direct),台南永康新建案【遠雄山禾】-鹽行特區．3-4房,/buildings/dh2/,959,972,926,0.9655891553701773,29.96871741397289
line-lap / bh10,line-lap20257-5,遠房實價登錄,/,850,971,1100,1.2941176470588236,0
line-lap / bh10,line-lap20257-1,北屯敦富路【遠雄敦富】- 北屯機捷預售屋．近好市多,/buildings/bh10/,556,962,1167,2.0989208633093526,21.26618705035971
google / cpc,gdn20257-5,北屯敦富路【遠雄敦富】- 北屯機捷預售屋．近好市多,/buildings/bh10/,806,946,1032,1.2803970223325063,26.299007444168733
google / cpc,(organic),遠雄高雄新案｜楠梓新案．高大特區首發｜早鳥預約中,/buildings/eh2/,871,912,1057,1.2135476463834673,35.88059701492537
google / cpc,(organic),遠雄琉蘊 -台中市西屯區七期預售屋/新建案-預約賞屋，遠雄房地產,/buildings/bh5/,798,887,973,1.219298245614035,36.418546365914786
fb / 8fxz11,7-1,遠創力商用不動產| 與企業攜手佈局未來,/buildings/8fxz11/,653,874,933,1.4287901990811638,1.4211332312404288
google / organic,(organic),附屬建物篇 : 陽台與雨遮建築法規規定為何？ - 遠雄房地產,/life-proposal/regulations_20230317/,673,789,827,1.2288261515601784,80.82317979197623
google / cpc,(organic),遠雄星呈-台中市清水區預售屋/新建案-預約賞屋，遠雄房地產,/buildings/h707/,722,784,886,1.2271468144044322,37.56786703601108
line-lap / bh10,line-lap20256-8,遠房實價登錄,/,741,776,835,1.1268556005398112,0
google / organic,(organic),遠雄高雄新案｜楠梓新案．高大特區首發｜早鳥預約中,/buildings/eh2/,576,755,881,1.5295138888888888,63.03472222222222
(not set),20250808一輪播,遠雄高雄新案｜楠梓新案．高大特區首發｜早鳥預約中,/buildings/eh2/,397,746,588,1.4811083123425692,4.337531486146096
google / organic,(organic),換屋族看過來，房地合一稅與土增稅要點筆記！ - 遠雄房地產,/life-proposal/house_and_land/,621,741,762,1.2270531400966183,135.975845410628
fb / 8fxz11,7-2,遠創力商用不動產| 與企業攜手佈局未來,/buildings/8fxz11/,483,721,767,1.587991718426501,6.25879917184265
google / cpc,(organic),北士科建案【遠雄泱玥】-水岸首排．37-75坪,/buildings/ah2/,661,715,783,1.1845688350983359,34.42662632375189
google / cpc,area,高雄建案推薦【遠雄峰蘊】- 近科工館．高雄預售屋,/buildings/eh1/,651,681,742,1.1397849462365592,21.774193548387096
google / cpc,gdn20256-8,北屯敦富路【遠雄敦富】- 北屯機捷預售屋．近好市多,/buildings/bh10/,586,647,703,1.1996587030716723,20.708191126279864
google / organic,(organic),樓高的隱藏秘密：樓層高度怎麼看？ - 遠雄房地產,/life-proposal/floor_height/,541,623,665,1.2292051756007394,60.975970425138634
google / cpc,area,遠房實價登錄,/,600,618,678,1.13,1.445
google / organic,(organic),一次看懂「都市土地分區」差在哪？ - 遠雄房地產,/life-proposal/land_zoning/,539,600,640,1.1873840445269017,49.3821892393321
gdn / eh2,20250803,遠雄高雄新案｜楠梓新案．高大特區首發｜早鳥預約中,/buildings/eh2/,588,597,641,1.0901360544217686,2.360544217687075
google / cpc,(organic),北士科建案【遠雄泱玥】-水岸首排．57-75坪,/buildings/ah2/,541,591,641,1.1848428835489833,30.593345656192238
google / organic,(organic),2024十大建商出爐！大建商穩，小建商靈活，買家如何選邊站？ - 遠雄房地產,/life-proposal/kw_brand_construction_20240109/,535,589,611,1.142056074766355,36.65607476635514
google / organic,(organic),買房時到底有那些稅金要繳？-「首購族看房買屋攻略」 - 遠雄房地產,/life-proposal/taxes/,523,588,616,1.1778202676864244,71.1491395793499
google / cpc,CQH1-地區字,村泉蒔美｜門戶端點 從容跨界｜台北生活最美起點,/buildings/cqh1/,535,575,666,1.2448598130841122,48.31588785046729
google / organic,(organic),公共設施篇: 梯廳與樓梯間建築法規有何特殊規定? - 遠雄房地產,/life-proposal/regulations2_20230320/,494,562,579,1.1720647773279351,47.98987854251012
google / organic,(organic),[影音] 豪宅稅跟你也有關係：有房族注意！2025豪宅稅新門檻上路 - 遠雄房地產,/life-proposal/expert_zhu_mansion-tax-definition_vedio_20250523/,503,543,572,1.1371769383697814,72.56262425447316
google / cpc,20250616_台北豪宅/別墅,遠房實價登錄,/,522,541,605,1.1590038314176245,0
google / cpc,20250803,遠雄高雄新案｜楠梓首發．高大特區｜早鳥預約中,/buildings/eh2/,522,538,615,1.1781609195402298,5.459770114942529
google / organic,(organic),熱銷建案一覽：遠雄全台預售屋、新建案、新成屋資訊,/case/search/,466,533,1085,2.328326180257511,37.03648068669528
google / cpc,O1_品牌字_2025.0801,遠雄THE ONE-高雄市前鎮區新成屋/新建案-預約賞屋,/buildings/o1/,494,529,604,1.222672064777328,33.54858299595141
(not set),20250725三輪播,北屯敦富路【遠雄敦富】- 北屯機捷預售屋．近好市多,/buildings/bh10/,150,527,550,3.6666666666666665,19.28
google / cpc,CQH1-買房字,村泉蒔美｜門戶端點 從容跨界｜台北生活最美起點,/buildings/cqh1/,493,511,551,1.1176470588235294,29.31440162271805
(direct) / (none),(direct),遠雄房地產：最懂生活的購屋專家,/,474,507,622,1.3122362869198312,13.668776371308017
google / organic,(organic),遠雄房地產：最懂生活的購屋專家,/,409,500,667,1.63080684596577,18.48166259168704
google / cpc,O1_品牌字_2025.0801,遠房實價登錄,/,468,496,582,1.2435897435897436,1.5213675213675213
google / organic,(organic),專家觀點地政篇：如何預防不動產詐騙？如何防止房屋被移轉？ - 遠雄房地產,/life-proposal/expert_zhu_property_scam_20240604/,455,489,510,1.120879120879121,89.05054945054945
google / cpc,brand,遠房實價登錄,/,458,486,625,1.3646288209606987,1.3668122270742358
google / organic,(organic),[影音] 台灣房價為何跌不下來？看懂房市「抗跌力」 - 遠雄房地產,/life-proposal/expert_hoshichang_video_property_price_20250801/,455,483,491,1.079120879120879,43.65494505494505
fb / eh2,8-1,遠雄高雄新案｜楠梓新案．高大特區首發｜早鳥預約中,/buildings/eh2/,447,471,528,1.1812080536912752,40.8903803131991
google / cpc,gdn20257-5,遠房實價登錄,/,421,434,466,1.1068883610451306,0
google / organic,(organic),財經M平方觀點：2025 下半年台灣經濟怎麼走？台股、台幣一次解析 - 遠雄房地產,/life-proposal/expert_macromicro_2025econ_20250730/,384,434,438,1.140625,97.32552083333333
google / cpc,gdn20257-1,遠房實價登錄,/,422,432,471,1.1161137440758293,0
(not set),20250808一輪播,遠房實價登錄,/,340,431,450,1.3235294117647058,0.31176470588235294
google / cpc,20250801,遠雄高雄新案｜楠梓首發．高大特區｜早鳥預約中,/buildings/eh2/,408,425,457,1.1200980392156863,6.924019607843137
line-lap / H713,2022509,遠雄幸福成｜即將落成 - 台中市清水區預售/新建案-預約賞屋，遠雄房地產,/buildings/h713/,107,422,435,4.065420560747664,3.205607476635514
(data not available),(cross-network),齊興_緻-台北市北投區/北士科住宅預售屋,/buildings/ar1/,420,421,721,1.7166666666666666,13.833333333333334
google / cpc,CQH1-品牌字,村泉蒔美｜門戶端點 從容跨界｜台北生活最美起點,/buildings/cqh1/,372,420,510,1.3709677419354838,66.5752688172043
gdn / ar1,20250718,遠房實價登錄,/,413,417,456,1.1041162227602905,0
fb / 8fxz11,8-1,遠創力商用不動產| 與企業攜手佈局未來,/buildings/8fxz11/,355,415,460,1.295774647887324,13.428169014084506
(direct) / (none),(direct),北屯敦富路【遠雄敦富】- 北屯機捷預售屋．近好市多,/buildings/bh10/,400,408,341,0.8525,17.6975
google / cpc,遠雄幸福成_H713_關鍵字_0516_外縣市,遠雄幸福成｜即將落成 - 台中市清水區預售/新建案-預約賞屋，遠雄房地產,/buildings/h713/,363,406,468,1.2892561983471074,49.47107438016529
google / cpc,O1_地區字_2025.0801,遠雄THE ONE-高雄市前鎮區新成屋/新建案-預約賞屋,/buildings/o1/,375,402,423,1.128,23.165333333333333
google / organic,(organic),交屋看仔細，常見交屋糾紛有哪些？ - 遠雄房地產,/life-proposal/kw_delivery_20230607/,347,398,410,1.181556195965418,97.14697406340058
(not set),20250725一輪播,遠雄信義CENTER-新北市板橋區廠辦.商辦/預售新建案-預約賞屋,/buildings/fm3/,224,396,386,1.7232142857142858,13.723214285714286
google / cpc,gdn20256-8,遠房實價登錄,/,361,373,410,1.1357340720221607,0
google / cpc,O1_地區字_2025.0801,遠房實價登錄,/,344,367,392,1.1395348837209303,1.8488372093023255
webforum / h713,monster,遠雄幸福成｜即將落成 - 台中市清水區預售/新建案-預約賞屋，遠雄房地產,/buildings/h713/,300,364,395,1.3166666666666667,13.243333333333334
fb / eh2,8-6,遠雄高雄新案｜楠梓新案．高大特區首發｜早鳥預約中,/buildings/eh2/,333,345,362,1.087087087087087,17.4984984984985
fb / paid,120229596618540320,遠創力商用不動產| 與企業攜手佈局未來,/buildings/8fxz11/,322,345,379,1.1770186335403727,8.040372670807454
(data not available),(cross-network),遠雄信義CENTER-新北市板橋區廠辦.商辦/預售新建案-預約賞屋,/buildings/fm3/,338,339,575,1.7011834319526626,34.59763313609467
google / cpc,O1_特色字_2025.0801,遠雄THE ONE-高雄市前鎮區新成屋/新建案-預約賞屋,/buildings/o1/,317,332,356,1.1230283911671923,27.454258675078865
google / cpc,brand,高雄建案推薦【遠雄峰蘊】- 近科工館．高雄預售屋,/buildings/eh1/,301,325,390,1.2956810631229236,36.34551495016611
google / cpc,O1_特色字_2025.0801,遠房實價登錄,/,298,311,344,1.1543624161073827,0.912751677852349
fb / eh2,8-2,遠雄高雄新案｜楠梓首發．高大特區｜早鳥預約中,/buildings/eh2/,293,309,333,1.136518771331058,43.508532423208194
line-lap / bh10,line-lap20257-1,遠房實價登錄,/,263,309,368,1.3992395437262357,0
(not set),20250725一輪播,齊興_緻-台北市北投區/北士科住宅預售屋,/buildings/ar1/,233,309,146,0.6266094420600858,3.4978540772532187
google / cpc,brand,遠雄沐蘊-高雄市三民區預售屋/新建案-預約賞屋,/buildings/eh5/,283,299,340,1.2014134275618376,37.19081272084806
(direct) / (none),(direct),台中西屯建案【遠雄洄山行】．2-4房方正格局,/buildings/bh8/,284,293,234,0.823943661971831,23.8943661971831
google / organic,(organic),遠雄高雄新案｜楠梓首發．高大特區｜早鳥預約中,/buildings/eh2/,242,289,371,1.5330578512396693,75.29338842975207
(not set),(not set),齊興_緻-台北市北投區/北士科住宅預售屋,/buildings/ar1/,231,289,178,0.7705627705627706,4.9480519480519485
google / organic,(organic),記住授信5P原則，讓你的貸款成數更高更容易 - 遠雄房地產,/life-proposal/pre_mortgage_20221215/,243,285,280,1.1522633744855968,42.1275720164609
google / cpc,brand,遠雄信義CENTER-新北市板橋區廠辦.商辦/預售新建案-預約賞屋,/buildings/fm3/,262,284,326,1.2442748091603053,32.57251908396947
google / organic,(organic),實價登錄真相大破解，一次看懂實價登錄不受騙 - 遠雄房地產,/life-proposal/actual_selling_price20220708/,263,283,299,1.1368821292775666,70.70342205323193
fb / eh2,8-1,遠雄高雄新案｜楠梓首發．高大特區｜早鳥預約中,/buildings/eh2/,268,282,320,1.1940298507462686,48.757462686567166
(direct) / (none),(direct),遠雄高雄新案｜楠梓新案．高大特區首發｜早鳥預約中,/buildings/eh2/,258,282,335,1.2984496124031009,31.662790697674417
(direct) / (none),(direct),遠雄琉蘊 -台中市西屯區七期預售屋/新建案-預約賞屋，遠雄房地產,/buildings/bh5/,268,280,283,1.0559701492537314,21.66417910447761
(not set),20250725一輪播,台南永康新建案【遠雄山禾】-鹽行特區．3-4房,/buildings/dh2/,236,279,161,0.6822033898305084,331.99152542372883
(not set),20250725一輪播,遠房實價登錄,/,223,279,278,1.2466367713004485,0.18385650224215247
google / organic,(organic),遠雄幸福成｜即將落成 - 台中市清水區預售/新建案-預約賞屋，遠雄房地產,/buildings/h713/,232,277,293,1.2629310344827587,62.26724137931034
google / cpc,遠雄幸福成_H713_關鍵字_0516_中彰,遠雄幸福成｜即將落成 - 台中市清水區預售/新建案-預約賞屋，遠雄房地產,/buildings/h713/,258,270,300,1.1627906976744187,31.833333333333332
google / organic,(organic),遠雄THE ONE-高雄市前鎮區新成屋/新建案-預約賞屋,/buildings/o1/,245,268,340,1.3877551020408163,23.751020408163264
google_kw / bh5,(organic),遠雄琉蘊 -台中市西屯區七期預售屋/新建案-預約賞屋，遠雄房地產,/buildings/bh5/,267,267,267,1,0.08239700374531835
(direct) / (none),(direct),高雄建案推薦【遠雄峰蘊】- 近科工館．高雄預售屋,/buildings/eh1/,258,265,286,1.1085271317829457,23.53875968992248
google / cpc,brand,北屯敦富路【遠雄敦富】- 北屯機捷預售屋．近好市多,/buildings/bh10/,235,260,300,1.2765957446808511,40.736170212765956
google / cpc,CQH1-競品字,村泉蒔美｜門戶端點 從容跨界｜台北生活最美起點,/buildings/cqh1/,242,259,286,1.1818181818181819,46.22314049586777
google / organic,(organic),[影音] 專家觀點地政篇：婚前買房v.s婚後買房｜房子登記誰的名字好？ - 遠雄房地產,/life-proposal/expert_zhu_marriage_20230614/,231,259,259,1.121212121212121,91.6017316017316
google / organic,(organic),專家觀點地政篇：限貸令對各族群影響 (下) 首購、換屋、繼承族群影響為何? - 遠雄房地產,/life-proposal/expert_zhu_loan-restriction2_20250219/,238,258,271,1.138655462184874,65.2016806722689
sms / aep-cdp,aep-306,遠雄房地產：最懂生活的購屋專家,/,213,255,282,1.323943661971831,19.004694835680752
(data not available),(cross-network),遠房實價登錄,/,253,253,384,1.517786561264822,0.25691699604743085
google / cpc,(referral),北士科建案【遠雄泱玥】-水岸首排．37-75坪,/buildings/ah2/,247,252,260,1.0526315789473684,7.2105263157894735
google / organic,(organic),台中西屯建案【遠雄洄山行】．2-4房方正格局,/buildings/bh8/,213,248,261,1.2253521126760563,44.07981220657277
google / organic,(organic),專家觀點地政篇：只有不動產怎麼繳遺產稅？實物抵繳是否划算？ - 遠雄房地產,/life-proposal/expert_zhu_property_offset-2_20241220/,198,248,267,1.3484848484848484,100.62121212121212
(data not available),(cross-network),遠雄高雄新案｜楠梓新案．高大特區首發｜早鳥預約中,/buildings/eh2/,240,243,420,1.75,12.604166666666666
(direct) / (none),(direct),北士科建案【遠雄泱玥】-水岸首排．37-75坪,/buildings/ah2/,225,242,248,1.1022222222222222,31.395555555555557
(direct) / (none),(direct),遠雄幸福成｜即將落成 - 台中市清水區預售/新建案-預約賞屋，遠雄房地產,/buildings/h713/,235,239,239,1.0170212765957447,12.225531914893617
google / cpc,O1_競品字_2025.0801,遠雄THE ONE-高雄市前鎮區新成屋/新建案-預約賞屋,/buildings/o1/,227,239,256,1.1277533039647578,22.43612334801762
google / cpc,遠雄幸福成_H713_關鍵字_0516_外縣市,遠房實價登錄,/,226,238,288,1.2743362831858407,0.01327433628318584
(direct) / (none),(direct),遠雄高雄新案｜楠梓首發．高大特區｜早鳥預約中,/buildings/eh2/,234,237,288,1.2307692307692308,22.653846153846153
google / cpc,20250616_北投士林豪宅/別墅,齊興_緻-台北市北投區/北士科住宅預售屋,/buildings/ar1/,232,234,248,1.0689655172413792,21.03448275862069
google / organic,(organic),李同榮觀點：2025自住首購族擇屋八大法則 - 遠雄房地產,/life-proposal/expert_li_homeowners_20250410/,201,234,234,1.164179104477612,95.01990049751244
(not set),20250808一輪播,台南永康新建案【遠雄山禾】-鹽行特區．3-4房,/buildings/dh2/,190,230,137,0.7210526315789474,142.7263157894737
(direct) / (none),(direct),水湳建案【遠雄綠美】鄰近綠美圖．中央公園預售屋,/buildings/bh9/,228,229,226,0.9912280701754386,14.885964912280702
google / organic,(organic),房屋格局圖/平面圖怎麼看？建案平面圖符號教學，讓你秒懂房屋格局避地雷,/life-proposal/house-layout/,209,229,237,1.1339712918660287,80.96172248803828
fb / bh8,fb16-1,台中西屯建案【遠雄洄山行】．2-4房方正格局,/buildings/bh8/,215,224,242,1.1255813953488372,44.711627906976744
google / organic,(organic),遠雄信義CENTER-新北市板橋區廠辦.商辦/預售新建案-預約賞屋,/buildings/fm3/,174,224,248,1.4252873563218391,37.64942528735632
(not set),(not set),遠房實價登錄,/,219,223,192,0.8767123287671232,0.0045662100456621
google / cpc,O1_競品字_2025.0801,遠房實價登錄,/,212,220,238,1.1226415094339623,0.8254716981132075
google / cpc,20250616_品牌字,齊興_緻-台北市北投區/北士科住宅預售屋,/buildings/ar1/,195,217,243,1.2461538461538462,24.128205128205128
google_kw / BH8,20240816_品牌字,台中西屯建案【遠雄洄山行】．2-4房方正格局,/buildings/BH8/,208,216,249,1.1971153846153846,33.44230769230769
google / organic,(organic),遠雄星呈-台中市清水區預售屋/新建案-預約賞屋，遠雄房地產,/buildings/h707/,174,216,231,1.3275862068965518,59.43103448275862
google / organic,(organic),北屯敦富路【遠雄敦富】- 北屯機捷預售屋．近好市多,/buildings/bh10/,166,212,239,1.4397590361445782,36.993975903614455
google / organic,(organic),【遠雄樂元】北屯機捷X好市多，雙首排大道最核心，夠近才最好,/buildings/bh7/,167,211,258,1.5449101796407185,58.10179640718563
fb / eh2,8-2,遠雄高雄新案｜楠梓新案．高大特區首發｜早鳥預約中,/buildings/eh2/,201,209,224,1.1144278606965174,36.024875621890544
google / organic,(organic),劉佩真觀點：2025年第二季房市觀測 - 關稅、打炒房持續等利空，Q3房市景氣還有機會回升嗎？ - 遠雄房地產,/life-proposal/expert_peizhen_property-2025q2_20250707/,177,208,206,1.1638418079096045,91.66101694915254
fb / eh1,4-1,高雄建案推薦【遠雄峰蘊】- 近科工館．高雄預售屋,/buildings/eh1/,201,207,213,1.0597014925373134,28.65671641791045
google / organic,(organic),社區營運兩三事：管理費與公共基金 - 遠雄房地產,/life-proposal/land_fund/,181,206,225,1.2430939226519337,65.52486187845304
fb / bh8,fb16-2,台中西屯建案【遠雄洄山行】．2-4房方正格局,/buildings/bh8/,191,203,214,1.1204188481675392,27.984293193717278
google / organic,(organic),退休以後怎麼住？你適合青銀共居、養生村還是全齡宅？ - 遠雄房地產,/life-proposal/retiredlife_20230220/,179,203,222,1.2402234636871508,84.57541899441341
gdn / bh11,20250829,遠雄14期首發【遠雄丰尚】北屯新案．近漢神洲際百貨,/buildings/bh11/,195,201,229,1.1743589743589744,0.3487179487179487
google / organic,(organic),建案熱區巡禮：新北板橋區Tpark科技特區 (遠東通訊園區)生活圈 - 遠雄房地產,/life-proposal/area-s-tph_banqiao_tpark_function_20250314/,189,201,204,1.0793650793650793,60.43386243386244
fb / eh2,leads,遠雄高雄新案｜楠梓新案．高大特區首發｜早鳥預約中,/buildings/eh2/,190,199,220,1.1578947368421053,33.22105263157895
(direct) / (none),(direct),北士科建案【遠雄泱玥】-水岸首排．57-75坪,/buildings/ah2/,184,197,210,1.141304347826087,19.543478260869566
google / organic,(organic),「權狀坪數」與「室內坪數」分不清？ –「首購族看房買屋攻略」 - 遠雄房地產,/life-proposal/ping/,182,196,199,1.0934065934065933,43.137362637362635
google / organic,(organic),建案熱區巡禮：高雄楠梓區高大特區生活圈 - 遠雄房地產,/life-proposal/area-kaohsiung-nanzi_nuk_function_20250211/,152,196,203,1.3355263157894737,59.26973684210526
fb / eh5,park,遠雄沐蘊-高雄市三民區預售屋/新建案-預約賞屋,/buildings/eh5/,189,195,209,1.1058201058201058,43.25925925925926
fb / eh1,4-1,遠房實價登錄,/,190,192,203,1.068421052631579,0.6421052631578947
fb / cqh1,fb-15,村泉蒔美｜門戶端點 從容跨界｜台北生活最美起點,/buildings/cqh1/,182,189,201,1.1043956043956045,46.824175824175825
(direct) / (none),(direct),贈與稅與遺產稅免稅額提高，房屋轉讓給子女的規劃要點 - 遠雄房地產,/life-proposal/gift_tax/,159,186,221,1.389937106918239,101.74842767295597
google / organic,(organic),財經M平方觀點：降息了黃金一定會漲嗎？探討未來黃金走勢 - 遠雄房地產,/life-proposal/expert_macromicro_golden_20241119/,160,173,175,1.09375,58.76875
webforum / h713,monster,遠房實價登錄,/,168,172,182,1.0833333333333333,0
fb / bh8,leads,台中西屯建案【遠雄洄山行】．2-4房方正格局,/buildings/bh8/,163,172,182,1.116564417177914,28.36196319018405
google / cpc,area,遠雄信義CENTER-新北市板橋區廠辦.商辦/預售新建案-預約賞屋,/buildings/fm3/,158,172,181,1.1455696202531647,39.46835443037975
google / organic,(organic),突然跳電要怎麼處理？六個步驟跟著做！【居家百科】 - 遠雄房地產,/life-proposal/trip/,157,171,178,1.1337579617834395,46.34394904458599
google / organic,(organic),建案熱區巡禮：北投士林科技園區 - 交通篇 - 遠雄房地產,/life-proposal/area-tpe-beitou_bstp_traffic_20240705/,149,170,185,1.2416107382550337,74.6241610738255
google / organic,(organic),居家保養：如何擦玻璃才正確？【居家百科】 - 遠雄房地產,/life-proposal/glass-fix/,161,168,168,1.0434782608695652,49.52795031055901
google / organic,(organic),台南永康新建案【遠雄山禾】-鹽行特區．3-4房,/buildings/dh2/,149,168,181,1.2147651006711409,33.20134228187919
google / organic,(organic),何世昌觀點：輝達總部確立，房市受惠區在哪裡？ - 遠雄房地產,/life-proposal/expert_thinktank_nvidia_20250729/,147,167,178,1.2108843537414966,93.52380952380952
(not set),20250725二輪播,遠房實價登錄,/,127,166,204,1.6062992125984252,0.7795275590551181
(not set),20250725二輪播,遠雄高雄新案｜楠梓首發．高大特區｜早鳥預約中,/buildings/eh2/,93,165,158,1.6989247311827957,10.903225806451612
fb / cqh1,fb-10,村泉蒔美｜門戶端點 從容跨界｜台北生活最美起點,/buildings/cqh1/,155,164,175,1.1290322580645162,45.516129032258064
google / organic,(organic),楠梓高大特區寵物友善地點推薦：必訪5家餐廳＋3大寵物同樂好去處 - 遠雄房地產,/life-proposal/area-kaohsiung-nanzi_nuk_pet-cafe_20250613/,147,158,168,1.1428571428571428,45.64625850340136
google / organic,(organic),熱銷建案一覽：遠雄全台預售屋、新建案、新成屋資訊,/case/search/page/2/,146,158,202,1.3835616438356164,20.47945205479452
google / cpc,遠雄幸福成_H713_關鍵字_0516_中彰,遠房實價登錄,/,153,157,188,1.2287581699346406,0.20261437908496732
google / organic,(organic),村泉蒔美｜門戶端點 從容跨界｜台北生活最美起點,/buildings/cqh1/,136,155,172,1.2647058823529411,77.41176470588235
google / organic,(organic),專家觀點地政篇：你買到的法定空地是什麼？ - 遠雄房地產,/life-proposal/expert_zhu_property_openspace_20240705/,139,152,159,1.143884892086331,101.00719424460432
google / cpc,(organic),遠雄高雄新案｜楠梓首發．高大特區｜早鳥預約中,/buildings/eh2/,147,150,191,1.2993197278911566,39.61904761904762
google / cpc,20250616_北投士林豪宅/別墅,遠房實價登錄,/,148,149,169,1.1418918918918919,0
google / organic,(organic),驗屋與交屋必知注意事項？新手購屋必看，驗屋清單檢查表與交屋流程有哪些？,/life-proposal/home-inspection/,128,148,168,1.3125,59.3046875
