Unnamed: 0,官網連結(怡凌),官網連結,標題,上刊時間,生活提案,大分類,中分類,標籤1,標籤2,標籤3,標籤4,標籤5,標籤6,標籤7,標籤8,標籤9,標籤10,標籤11,關鍵字
/life-proposal/,tax_relief/,/life-proposal/tax_relief/,迎接五月繳稅季：節省房屋稅看過來！,2022-03-04,購屋知識,稅務與繼承,稅務,自住,稅賦,,,,,,,,,,繳稅季、五月繳稅、五月稅金、房屋稅、房屋稅減免
/life-proposal/,allagehouse/,/life-proposal/allagehouse/,全齡住宅趨勢，0~100歲都適用,2022-03-04,安心生活,建築與品牌,建築規劃,全齡宅,,,,,,,,,,,
/life-proposal/,intelligentbuilding/,/life-proposal/intelligentbuilding/,「智慧住宅」的誕生！家變聰明生活更好,2022-03-04,安心生活,建築與品牌,建築規劃,住宅,智慧建築,,,,,,,,,,智慧住宅、智慧住宅定義、智慧住宅設計、2022房地產趨勢
/life-proposal/,firesafety/,/life-proposal/firesafety/,防火保命大原則：符合消防法規、懂火場逃生,2022-03-08,安心生活,居住與維護,修繕保養,自住,住宅,透天,公寓,華廈,大樓,,,,,,
/life-proposal/,superficial_rights/,/life-proposal/superficial_rights/,地上權建物可以買嗎？優缺點一次看,2022-03-10,購屋知識,區域環境,土地分區,政策,房貸,自住,住宅,,,,,,,,地上權、地上權缺點、地上權建案、地上權建案優缺點、地上權住宅
/life-proposal/,construction-base/,/life-proposal/construction-base/,基礎建設＋結構保固：一次了解大地工程的基本概念,2022-03-10,安心生活,建築與品牌,結構與施工,制震,筏式基礎,基礎結構,保固,建材,結構工法,,,,,,大地工程、大地建設、打地基工法、地下室工法、地下室擋土牆
/life-proposal/,interest_rate/,/life-proposal/interest_rate/,買房族看過來：央行升息還能買房嗎？,2022-03-10,購屋知識,市場與政策,政策法規,升息,首購,自住,投資,置產,政策,稅賦,價格,房貸,打房,,
/life-proposal/,house_and_land/,/life-proposal/house_and_land/,換屋族看過來，房地合一稅與土增稅要點筆記！,2022-03-18,購屋知識,稅務與繼承,稅務,換屋,政策,稅賦,土地公告現值,打房,土地增值稅,房地合一稅,自用住宅,,,,換屋退稅、以屋換屋稅金、換屋稅、換房稅、換屋房地合一
/life-proposal/,covid-exhaust/,/life-proposal/covid-exhaust/,防疫宅標準配備，居家隔離有「當層排氣」最重要,2022-03-18,安心生活,建築與品牌,建築規劃,無標籤,,,,,,,,,,,
/life-proposal/,culture/,/life-proposal/culture/,逐文化而居住！全台「藝文中心」房市一覽表,2022-03-18,安心生活,區域環境,區域發展,遠雄純寓,遠雄明水漾,遠雄琢蘊,投資,台北市,新北市,台中市,高雄市,遠雄九五,,,
/life-proposal/,healthy-house2water/,/life-proposal/healthy-house2water/,打造健康住宅！水質檢測標準有哪些,2022-03-18,安心生活,建築與品牌,建築規劃,防疫建築,全齡宅,,,,,,,,,,
/life-proposal/,healthy-house3-poison/,/life-proposal/healthy-house3-poison/,打造健康住宅！如何防止居家環境的有害物質,2022-03-23,安心生活,建築與品牌,建築規劃,無標籤,,,,,,,,,,,
/life-proposal/,gift_tax/,/life-proposal/gift_tax/,贈與稅與遺產稅免稅額提高，移轉房屋給子女應如何規劃?,2022-03-25,購屋知識,稅務與繼承,稅務,贈與稅,一生一次,一生一屋,免稅額,稅賦,遺產稅,,,,,,房屋贈與稅免稅額、房屋贈與稅、房屋贈與稅2022、遺產稅免稅額房屋、房屋贈與
/life-proposal/,land_zoning/,/life-proposal/land_zoning/,一次看懂「都市土地分區」差在哪？,2022-03-25,購屋知識,區域環境,土地分區,建築規劃,都市計畫,土地使用分區,,,,,,,,,土地使用分區、都市土地使用分區類別、土地分區、土地使用分區類別、土地分類
/life-proposal/,concrete/,/life-proposal/concrete/,混凝土、鋼筋的嚴格把關！一次了解建築的基礎原料,2022-03-25,安心生活,建築與品牌,結構與施工,制震建築,建材,結構工法,,,,,,,,,
/life-proposal/,earthquake-taylor/,/life-proposal/earthquake-taylor/,地震來的時候你家安全嗎? 一次搞懂制震器,2022-03-25,安心生活,建築與品牌,建築規劃,結構工法,制震,建築工法,,,,,,,,,
/life-proposal/,house4-voice/,/life-proposal/house4-voice/,打造健康住宅！隔音的重要性？噪音管制標準是？,2022-03-30,安心生活,建築與品牌,建築規劃,無標籤,,,,,,,,,,,
/life-proposal/,contract/,/life-proposal/contract/,新成屋、預售屋簽約注意事項–「首購族看房買屋攻略」,2022-04-01,購屋知識,不動產交易,簽約,權狀,免稅額,土地使用分區,買屋流程,簽約,平均地權條例,預售屋,成屋,保固,,,買預售屋注意事項、預售屋簽約注意事項、預售屋注意事項、新成屋簽約注意事項、簽約注意事項
/life-proposal/,ping/,/life-proposal/ping/,「權狀坪數」與「室內坪數」分不清？ –「首購族看房買屋攻略」,2022-04-01,購屋知識,建築與品牌,建築規劃,預售屋,成屋,陽台,附屬建物,主建物面積,法定停車位,增設停車位,獎勵停車位,自住,買屋流程,,權狀坪數、主建物坪數、權狀主建、室內坪數、權狀坪數實際坪數
/life-proposal/,office/,/life-proposal/office/,廠辦的4個重要趨勢，超人性工作場域,2022-04-01,空間美學,建築與品牌,建築規劃,無標籤,,,,,,,,,,,
/life-proposal/,pritzkerarchitectureprize2022/,/life-proposal/pritzkerarchitectureprize2022/,2022 建築界諾貝爾獎公布！用建築賦予人類的「幸福感」,2022-04-08,在地生活,建築與品牌,建築規劃,建築設計,,,,,,,,,,,
/life-proposal/,firstbuy-2021hotpod/,/life-proposal/firstbuy-2021hotpod/,首購最愛買這裡！盤點「第一間房」的交易熱區,2022-04-08,購屋知識,市場與政策,房市趨勢,買賣移轉棟數,實價登錄,,,,,,,,,,
/life-proposal/,retirement/,/life-proposal/retirement/,迎戰退休生活，退休宅友善設計怎麼做才完整？,2022-04-10,購屋知識,居住與維護,裝潢設計,退休,全齡宅,,,,,,,,,,
/life-proposal/,waterleaking/,/life-proposal/waterleaking/,漏水問題怎麼解？修繕小知識：防水工程篇【居家百科】,2022-04-10,安心生活,居住與維護,修繕保養,無標籤,,,,,,,,,,,
/life-proposal/,land_household_registration/,/life-proposal/land_household_registration/,買房大小事：戶籍遷入如何辦理？,2022-04-15,購屋知識,不動產交易,產權,自住,,,,,,,,,,,買房遷戶口、新家遷戶口要帶甚麼、遷戶口到新家、買房遷戶籍、買新房遷戶口
/life-proposal/,land_corporation/,/life-proposal/land_corporation/,買房大小事：法人住宅購屋貸款注意事項,2022-04-15,購屋知識,不動產交易,房貸,房貸,,,,,,,,,,,
/life-proposal/,faucet-waterknowledge/,/life-proposal/faucet-waterknowledge/,水龍頭不給力？給水供水問題快速解法【居家百科】,2022-04-15,安心生活,居住與維護,修繕保養,無標籤,,,,,,,,,,,
/life-proposal/,land_load_qa/,/life-proposal/land_load_qa/,買房大小事：購屋貸款Q&A一次解析,2022-04-15,購屋知識,不動產交易,房貸,房貸,,,,,,,,,,,
/life-proposal/,daily-clean/,/life-proposal/daily-clean/,不用等大掃除「日常的居家保養」現在就開始！【居家百科】,2022-04-15,安心生活,居住與維護,修繕保養,居家保養,,,,,,,,,,,
/life-proposal/,land_bank_loan/,/life-proposal/land_bank_loan/,買房大小事：個人住宅購屋貸款注意事項,2022-04-15,購屋知識,不動產交易,房貸,房貸,,,,,,,,,,,
/life-proposal/,land_handover_check/,/life-proposal/land_handover_check/,買房大小事：交屋眉角看仔細,2022-04-15,購屋知識,不動產交易,驗交屋,驗屋流程,交屋流程,,,,,,,,,,交屋前裝潢、交屋後裝潢、公寓大廈管理條例第57條、交屋到入住、管委會成立前管理費
/life-proposal/,land_documents/,/life-proposal/land_documents/,買房大小事：銀行貸款對保必備文件,2022-04-15,購屋知識,不動產交易,房貸,房貸,,,,,,,,,,,
/life-proposal/,land_property_rights/,/life-proposal/land_property_rights/,買房大小事：如何辦理產權移轉？,2022-04-15,購屋知識,不動產交易,產權,無標籤,,,,,,,,,,,
/life-proposal/,kitchen/,/life-proposal/kitchen/,超實用的日常「廚房保養清潔」【居家百科】,2022-04-15,安心生活,居住與維護,修繕保養,居家保養,廚房,,,,,,,,,,
/life-proposal/,bathroom/,/life-proposal/bathroom/,超實用的日常「衛浴保養清潔」【居家百科】,2022-04-15,安心生活,居住與維護,修繕保養,居家保養,,,,,,,,,,,
/life-proposal/,decorate/,/life-proposal/decorate/,屋內裝修不可不知!注意事項懶人包【居家百科】,2022-04-15,安心生活,居住與維護,裝潢設計,無標籤,,,,,,,,,,,
/life-proposal/,electrical-safety/,/life-proposal/electrical-safety/,守護居家用電安全，一項一項打勾確認才安心【居家百科】,2022-04-15,安心生活,居住與維護,修繕保養,居家保養,,,,,,,,,,,
/life-proposal/,light/,/life-proposal/light/,超實用的日常「燈具保養清潔」【居家百科】,2022-04-15,安心生活,居住與維護,修繕保養,居家保養,,,,,,,,,,,
/life-proposal/,life-proposal/trip/,/life-proposal/life-proposal/trip/,突然跳電要怎麼處理？六個步驟跟著做！【居家百科】,2022-04-19,安心生活,居住與維護,修繕保養,居家保養,,,,,,,,,,,跳電、跳電會自己恢復嗎、跳電怎麼辦、跳電原因、突然跳電
/life-proposal/,fixbathroom/,/life-proposal/fixbathroom/,自己的浴室自己修！水龍頭、馬桶故障簡易排除法【居家百科】,2022-04-19,安心生活,居住與維護,修繕保養,浴室,臥室,,,,,,,,,,馬桶進水龍頭漏水、洗臉盆排水管漏水、馬桶故障、三角凡爾漏水、三角凡爾調整
/life-proposal/,stone-fix/,/life-proposal/stone-fix/,石材泛黃、有裂痕怎麼救？修繕小知識：石材工程篇【居家百科】,2022-04-21,安心生活,居住與維護,修繕保養,建材,,,,,,,,,,,
/life-proposal/,aluminumandiron/,/life-proposal/aluminumandiron/,鐵鋁窗損毀要整組換掉嗎？修繕小知識：鐵鋁工程篇【居家百科】,2022-04-21,安心生活,居住與維護,修繕保養,建材,,,,,,,,,,,
/life-proposal/,glass-fix/,/life-proposal/glass-fix/,如何擦玻璃才正確？修繕小知識：玻璃工程篇【居家百科】,2022-04-21,安心生活,居住與維護,修繕保養,保固,建材,居家清潔,玻璃清潔,滲漏修繕,,,,,,,
/life-proposal/,cubicle/,/life-proposal/cubicle/,室內輕隔間是什麼？修繕小知識：輕隔間工程篇【居家百科】,2022-04-22,安心生活,居住與維護,修繕保養,室內設計,,,,,,,,,,,
/life-proposal/,area-l-taichung-xitun20220520/,/life-proposal/area-l-taichung-xitun20220520/,建案熱區巡禮：台中西屯區，美食、藝文、交通樣樣好,2022-05-20,在地生活,區域環境,區域發展,台中市,西屯區,,,,,,,,,,
/life-proposal/,area-l-taoyuan-taoyuan20220520/,/life-proposal/area-l-taoyuan-taoyuan20220520/,建案熱區巡禮：移居桃園市桃園區，比想像中更舒適,2022-05-20,在地生活,區域環境,區域發展,桃園市,,,,,,,,,,,
/life-proposal/,area-l-taipei-shilin20220520/,/life-proposal/area-l-taipei-shilin20220520/,建案熱區巡禮：台北士林不僅觀光，居住生活品質也很優,2022-05-20,在地生活,區域環境,區域發展,台北市,士林區,北投區,北投士林科技園區,北士科,生活機能,,,,,,
/life-proposal/,area-l-taichung-beitun20220520/,/life-proposal/area-l-taichung-beitun20220520/,建案熱區巡禮：台中首購最愛的北屯區，喧鬧中的一隅悠閒,2022-05-20,在地生活,區域環境,區域發展,台中市,北屯區,重大建設,產業進駐,生活機能,交通機能,,,,,,
/life-proposal/,area-s-taoyuan-green20220520/,/life-proposal/area-s-taoyuan-green20220520/,建案熱區巡禮：小檜溪(青溪特區)舊商圈+眾多綠地的宜人生活,2022-05-20,在地生活,區域環境,區域發展,桃園市,桃園區,小檜溪,青溪特區,,,,,,,,
/life-proposal/,area-s-taipei-shilinbstp20220520/,/life-proposal/area-s-taipei-shilinbstp20220520/,建案熱區巡禮：北士科來了！科技廊道最後一塊拼圖將完整,2022-05-20,在地生活,區域環境,區域發展,士林區,北投區,北投士林科技園區,北士科,生活機能,科技業,,,,,,
/life-proposal/,area-s-taichung-7th20220520/,/life-proposal/area-s-taichung-7th20220520/,建案熱區巡禮：住台中七期，邁向身心都富足生活,2022-05-20,在地生活,區域環境,區域發展,台中市,西屯區,南屯區,七期,,,,,,,,
/life-proposal/,area-l-taoyuan-zhongli20220520/,/life-proposal/area-l-taoyuan-zhongli20220520/,建案熱區巡禮：中壢人都說自己不算桃園人？自成一格的幸福日常,2022-05-20,在地生活,區域環境,區域發展,桃園市,,,,,,,,,,,
/life-proposal/,area-s-taichung-14th20220520/,/life-proposal/area-s-taichung-14th20220520/,建案熱區巡禮：蓄勢待發的台中14期美和庄市地重劃區,2022-05-20,在地生活,區域環境,區域發展,台中市,北屯區,西屯區,十四期,重劃區,,,,,,,
/life-proposal/,land_rules/,/life-proposal/land_rules/,社區營運兩三事：各項管理辦法看過來,2022-05-26,購屋知識,居住與維護,社區管理,社區管理,管委會,,,,,,,,,,
/life-proposal/,land_fund/,/life-proposal/land_fund/,社區營運兩三事：管理費與公共基金,2022-05-26,購屋知識,居住與維護,社區管理,社區管理,公共基金,管理費,,,,,,,,,管理基金是甚麼、社區公共基金、管理基金、管理費公共基金、公共基金
/life-proposal/,land_-public_utilities/,/life-proposal/land_-public_utilities/,社區營運兩三事：公設點交不求人,2022-05-26,購屋知識,居住與維護,社區管理,社區管理,公設點交,,,,,,,,,,
/life-proposal/,pet20220603/,/life-proposal/pet20220603/,養寵物的家該長什麼樣？與貓貓狗狗共融3大重點設計,2022-05-27,空間美學,建築與品牌,建築規劃,室內設計,,,,,,,,,,,
/life-proposal/,area-l-kaohsiung-sanmin20220520/,/life-proposal/area-l-kaohsiung-sanmin20220520/,建案熱區巡禮：高雄三民區老市心新重劃，首購換屋都適宜,2022-05-28,在地生活,區域環境,區域發展,高雄市,,,,,,,,,,,
/life-proposal/,area-l-taipei-beitou20220520/,/life-proposal/area-l-taipei-beitou20220520/,建案熱區巡禮：在北投享受適居生活、溫泉慢活”心”價值,2022-05-28,在地生活,區域環境,區域發展,台北市,士林區,北投區,北投士林科技園區,北士科,,,,,,,
/life-proposal/,macromicro20220601/,/life-proposal/macromicro20220601/,財經M平方觀點：通膨促使各大央行升息，台灣房市未來展望,2022-06-01,專家觀點,市場與政策,房市趨勢,財經M平方,政策,打房,升息,,,,,,,,
/life-proposal/,dragonfestival/,/life-proposal/dragonfestival/,端午節轉運好時機！居家風水就靠這３招改運趁現在,2022-06-01,空間美學,居住與維護,修繕保養,無標籤,,,,,,,,,,,端午節轉運、端午節天氣熱五毒醒不安寧、端午節風水、端午節行房、午時水用途
/life-proposal/,library-taichung20220603/,/life-proposal/library-taichung20220603/,全台首座美術館+圖書館共構的世界級地標「台中綠美圖」,2022-06-01,在地生活,區域環境,生活圈,台中市,建築地標,,,,,,,,,,
/life-proposal/,home_insurance20220602/,/life-proposal/home_insurance20220602/,你的房子保險了嗎？一次搞懂住宅火險與地震險,2022-06-02,購屋知識,不動產交易,保險,火險,地震險,,,,,,,,,,
/life-proposal/,urbanrenewal20220603/,/life-proposal/urbanrenewal20220603/,我家有機會都更嗎？一篇文章看懂,2022-06-03,安心生活,區域環境,土地分區,危老重建,老屋改建,都市計畫,都市更新,,,,,,,,
/life-proposal/,kaohsiung-artplan-20220610/,/life-proposal/kaohsiung-artplan-20220610/,「高雄大美術館計畫」的誕生：內惟藝術中心絕美新地標,2022-06-07,在地生活,區域環境,生活圈,高雄市,,,,,,,,,,,
/life-proposal/,handover202206010/,/life-proposal/handover202206010/,交屋型態差在哪？ 標配屋、實品屋、毛胚屋比一比,2022-06-09,購屋知識,建築與品牌,建築規劃,無標籤,,,,,,,,,,,
/life-proposal/,unwanted20220610/,/life-proposal/unwanted20220610/,買房停看聽：嫌惡設施有哪些？,2022-06-09,購屋知識,區域環境,生活圈,無標籤,,,,,,,,,,,
/life-proposal/,manual20220610/,/life-proposal/manual20220610/,房子也有說明書，不動產說明書應記載事項你知道嗎？,2022-06-09,購屋知識,不動產交易,簽約,預售屋,成屋,,,,,,,,,,
/life-proposal/,area-s-kaohsiung-farm1620200520/,/life-proposal/area-s-kaohsiung-farm1620200520/,建案熱區巡禮：農十六指標豪宅生活區,2022-06-09,在地生活,區域環境,生活圈,高雄市,,,,,,,,,,,
/life-proposal/,kaohsiung-station-mecanoo20220610/,/life-proposal/kaohsiung-station-mecanoo20220610/,高雄景點再+1 預計2023年完工的絕美綠建築【高雄新車站】,2022-06-09,在地生活,區域環境,生活圈,高雄市,建築地標,,,,,,,,,,
/life-proposal/,adaoando-20200610/,/life-proposal/adaoando-20200610/,安藤忠雄：建築是凝固的旅行。在《挑戰—安藤忠雄展》的漫遊與停歇,2022-06-10,空間美學,建築與品牌,建築規劃,無標籤,,,,,,,,,,,
/life-proposal/,area-s-tainan-yanxing20200520/,/life-proposal/area-s-tainan-yanxing20200520/,建案熱區巡禮：鹽行重劃區擁地段優勢，成最佳潛力股,2022-06-13,在地生活,區域環境,區域發展,台南市,鹽行區,重劃區,,,,,,,,,
/life-proposal/,area-s-kaohsiung-nstm20220520/,/life-proposal/area-s-kaohsiung-nstm20220520/,建案熱區巡禮：科工館商圈環繞，北高雄發展潛力股,2022-06-18,在地生活,區域環境,區域發展,高雄市,科工館,,,,,,,,,,
/life-proposal/,area-s-tainan-haidian20200520/,/life-proposal/area-s-tainan-haidian20200520/,建案熱區巡禮：安南市心花園 – 溪東重劃區,2022-06-20,在地生活,區域環境,區域發展,台南市,安南區,重劃區,,,,,,,,,
/life-proposal/,area-l-tainan-annan20200520/,/life-proposal/area-l-tainan-annan20200520/,建案熱區巡禮：前進台南商業副都心-安南一探究竟,2022-06-20,在地生活,區域環境,區域發展,台南市,永康區,住宅,價格漲幅,,,,,,,,
/life-proposal/,area-l-tainan-yongkang20200520/,/life-proposal/area-l-tainan-yongkang20200520/,建案熱區巡禮：產業交通齊發光，永康宜居現在進行式！,2022-06-21,在地生活,區域環境,區域發展,台南市,安南區,,,,,,,,,,
/life-proposal/,air_condition20220617/,/life-proposal/air_condition20220617/,冷氣清潔自己來！一次搞懂分離式冷氣清洗與保養,2022-06-22,安心生活,居住與維護,修繕保養,居家保養,居家清潔,冷氣清潔,,,,,,,,,
/life-proposal/,renovation_loan20220617/,/life-proposal/renovation_loan20220617/,房屋需要裝修卻沒資金怎麼辦？你知道裝潢貸款嗎？,2022-06-22,購屋知識,不動產交易,房貸,無標籤,,,,,,,,,,,
/life-proposal/,parking_space20220615/,/life-proposal/parking_space20220615/,停車位眉角多：車位怎麼選？一個車位可以停兩部車嗎？,2022-06-22,購屋知識,建築與品牌,建築規劃,無標籤,,,,,,,,,,,
/life-proposal/,load_type20220624/,/life-proposal/load_type20220624/,房貸好多種，一次搞懂房貸方案該選哪一種！,2022-06-29,購屋知識,不動產交易,房貸,房貸,,,,,,,,,,,
/life-proposal/,donated_property20220624/,/life-proposal/donated_property20220624/,掌握贈與控制權，享受安心退休生活,2022-06-29,購屋知識,稅務與繼承,稅務,稅賦,,,,,,,,,,,
/life-proposal/,hotel_property20220624/,/life-proposal/hotel_property20220624/,就愛這服務，飯店式住宅成趨勢,2022-06-29,購屋知識,市場與政策,房市趨勢,飯店宅,私人管家,住戶服務,,,,,,,,,
/life-proposal/,liu_industrial_property20220629/,/life-proposal/liu_industrial_property20220629/,劉學龍觀點：產業擴張帶動台灣工業不動產熱潮,2022-06-30,專家觀點,商用不動產,市場與發展,劉學龍,房地產市場,商廠辦,,,,,,,,,
/life-proposal/,13856/,/life-proposal/13856/,建商評價很重要！三招教你如何挑選好建商？,2021-12-03,購屋知識,建築與品牌,建商品牌,首購,換屋,政策,建商評價,保固年限,打房,,,,,,建商評價、建商評價排名、建商評價查詢、建商售後服務、建商防水保固
/life-proposal/,home-loan/,/life-proposal/home-loan/,【青年購屋貸款分享】提高房貸申請審核過件率的4個方法,2021-08-06,購屋知識,不動產交易,房貸,首購,房貸,,,,,,,,,,青年購屋貸款分享、房貸好貸嗎、青年購屋貸款分享、房貸下不來、房貸過件率
