Google自然搜尋關鍵字,Google自然搜尋曝光次數,% Δ,Google自然搜尋點擊次數,% Δ,Google自然搜尋點擊率,% Δ,Google自然搜尋平均排名,% Δ
交屋保留款,840,-0.21052631578947367,7,0,0.008333333333333333,0.2666666666666667,4.125,-0.07871536523929464
房屋贈與稅,838,5.650793650793651,4,3,0.00477326968973747,-0.3985680190930787,7.683770883054892,0.011656354508794644
新青安房貸缺點,834,0.3717105263157895,4,-0.6923076923076923,0.004796163069544364,-0.7756871425936174,5.413669064748201,-0.04566228142449797
七期,828,-0.3122923588039867,0,,0,,10.781400966183575,0.3765436652476166
空屋稅,824,-0.1461139896373057,35,-0.4067796610169492,0.04247572815533981,-0.3052698700016455,3.150485436893204,0.24957601586598516
西屯區,818,0.610236220472441,0,,0,,12.26161369193154,0.021801140994295014
房子遺產稅怎麼算,815,-0.07596371882086168,3,-0.5714285714285714,0.0036809815950920245,-0.5361963190184049,3.4441717791411044,0.21122787448263716
新青安是什麼,809,-0.3417412530512612,5,-0.2857142857142857,0.006180469715698393,0.08511389722761786,6.285537700865266,0.16321726161171693
父母去世后儿子继承房产 交税标准,800,87.88888888888889,0,,0,,8.99625,0.0941385135135136
高雄預售屋,783,-0.053204353083434096,15,-0.2857142857142857,0.019157088122605363,-0.2455756248859698,6.389527458492975,0.12380672228279256
房屋遺產稅怎麼算,760,0.18195956454121306,8,-0.1111111111111111,0.010526315789473684,-0.247953216374269,3.080263157894737,0.1317766917293234
高雄新建案,747,0.0163265306122449,16,1.6666666666666667,0.0214190093708166,1.6238286479250332,7.753681392235609,-0.07649395182414966
the one 高雄,739,0.009562841530054645,12,0.5,0.016238159675236806,0.48579161028416773,4.7090663058186735,0.38881407568866605
房屋遺產稅計算,728,0.20330578512396694,5,0.6666666666666666,0.006868131868131868,0.38507326007326,3.7115384615384617,0.012389886939030386
遠雄蘊合,715,-0.1647196261682243,78,0.02631578947368421,0.10909090909090909,0.22870813397129186,3.206993006993007,0.09282882722373159
格局圖,682,0.10177705977382875,4,0,0.005865102639296188,-0.09237536656891501,7.689149560117302,-0.06766237459106575
齊興緻,680,-0.004392386530014641,22,-0.08333333333333333,0.03235294117647059,-0.07928921568627445,4.389705882352941,-0.006241591764315806
一層樓幾公尺,673,-0.02886002886002886,1,-0.8,0.0014858841010401188,-0.7940564635958396,2.6805349182763747,-0.035007429420505075
北士科,670,-0.7386895475819033,4,-0.8787878787878788,0.005970149253731343,-0.5361374943464495,12.165671641791045,1.1022228123434588
父母去世后子女继承房产再出售 子女家庭房产情况对税费的影响,669,110.5,0,,0,,9.89237668161435,0.041302808590984154
遠雄沐蘊,664,0.05901116427432217,22,0.5714285714285714,0.03313253012048193,0.4838640275387265,4.920180722891566,0.15627935279348276
不動產遺產稅計算,652,0.8263305322128851,6,2,0.009202453987730062,0.642638036809816,4.292944785276074,0.12030795931546659
新青安銀行有哪些,644,-0.15263157894736842,5,-0.2857142857142857,0.007763975155279503,-0.1570541259982253,5.358695652173913,0.31799634163500773
繼承房子要繳多少稅,636,0.09844559585492228,3,0.5,0.0047169811320754715,0.36556603773584906,4.2248427672955975,0.08767628379908886
北士科建案,611,0.11904761904761904,13,3.3333333333333335,0.02127659574468085,2.8723404255319145,9.250409165302782,0.5031914893617021
400萬免稅額,605,-0.0016501650165016502,19,0.05555555555555555,0.03140495867768595,0.057300275482093786,4.36694214876033,0.04228709812869636
房子遺產稅,604,0.23014256619144602,5,-0.5833333333333334,0.008278145695364239,-0.6612858719646799,2.8344370860927155,-0.10212347788933984
台中建案,597,0.23858921161825727,5,0,0.008375209380234505,-0.19262981574539367,9.033500837520938,0.17902718756704358
遠雄泱玥,548,-0.18694362017804153,22,-0.18518518518518517,0.040145985401459854,0.002162746688294064,4.065693430656934,0.14130669398699428
高雄建案,544,-0.02158273381294964,9,-0.1,0.016544117647058824,-0.08014705882352936,6.639705882352941,0.07129323000238978
遠東科技園區,532,0.3333333333333333,0,,0,,7.082706766917293,-0.06112956810631234
房屋平面圖,530,0.10416666666666667,2,-0.3333333333333333,0.0037735849056603774,-0.39622641509433965,5.913207547169812,-0.056089250867472726
洄山行,525,0,13,-0.13333333333333333,0.024761904761904763,-0.13333333333333328,4.150476190476191,0.07392804337111886
鹽行國中重劃區,509,-0.03231939163498099,7,-0.2222222222222222,0.0137524557956778,-0.19624536127483083,4.801571709233792,0.1558932352663499
青埔,507,7.0476190476190474,0,,0,,12.14595660749507,0.18451279608698035
房子贈與稅怎麼算,504,0.33687002652519893,1,-0.8,0.001984126984126984,-0.8503968253968254,4.109126984126984,0.021860734179335903
夏綠地,501,0.08441558441558442,2,-0.75,0.003992015968063872,-0.7694610778443114,6.906187624750499,-0.00010696250870233919
父母健在 赠予子女股票 估值1亿 公证费和税费,500,54.55555555555556,0,,0,,9.978,0.044209302325581394
綠建築標章,496,-0.2357473035439137,1,-0.75,0.0020161290322580645,-0.672883064516129,7.524193548387097,3.7180691912108466
不動產贈與稅計算,486,-0.028,4,-0.6363636363636364,0.00823045267489712,-0.6258885147774036,3.4794238683127574,0.03431149474219903
自用住宅,485,0.4831804281345566,7,1.3333333333333333,0.01443298969072165,0.5731958762886598,5.581443298969072,-0.1075149345902756
5p,482,-0.12839059674502712,4,-0.42857142857142855,0.008298755186721992,-0.34439834024896265,2.3070539419087135,-0.2650916878597243
新青安缺點,477,-0.33933518005540164,3,-0.625,0.006289308176100629,-0.4323899371069182,7.635220125786163,0.3445436416628316
台灣空屋率世界第一,476,0.1497584541062802,7,-0.2222222222222222,0.014705882352941176,-0.3235294117647059,2.9936974789915967,-0.2670663771126428
雨遮法規,476,-0.2480252764612954,30,-0.09090909090909091,0.06302521008403361,0.2089381207028266,1.4264705882352942,-0.33311973238335224
跳電,470,0.037527593818984545,2,,0.00425531914893617,,8.751063829787235,-0.005710580663752899
台南預售屋,462,-0.08695652173913043,4,-0.2,0.008658008658008658,-0.12380952380952383,7.612554112554113,0.04929239470236484
a7 重劃區,461,0.2359249329758713,5,-0.375,0.010845986984815618,-0.4943058568329718,4.2559652928416485,-0.19417509937566763
台南建案,457,0.14824120603015076,5,0.25,0.010940919037199124,0.08862144420131285,8.25601750547046,-0.060098693599186785
台灣空屋率世界排名,454,1.9673202614379084,3,2,0.006607929515418502,0.011013215859030834,3.288546255506608,-0.3995852301998675
中壢區,452,0.4819672131147541,1,,0.0022123893805309734,,11.232300884955752,-0.07634085470167044
法定空地,443,-0.17810760667903525,1,-0.8333333333333334,0.002257336343115124,-0.7972159518434914,9.155756207674944,-0.01083331410366912
遠雄建案,435,-0.04395604395604396,11,0.8333333333333334,0.02528735632183908,0.9176245210727969,5.728735632183908,-0.21180081262664702
遠雄綠美,435,-0.21338155515370705,15,-0.4642857142857143,0.034482758620689655,-0.3189655172413793,4.6482758620689655,0.07552156975905357
遠雄星呈,432,0.023696682464454975,27,0.5882352941176471,0.0625,0.5514705882352942,4.189814814814815,-0.022608152652375944
遠雄豐靚,420,-0.16334661354581673,16,-0.4838709677419355,0.0380952380952381,-0.3831029185867895,4.1,-0.24275202354672554
遠雄,419,0.2735562310030395,3,2,0.007159904534606206,1.3556085918854417,7.804295942720763,0.11344898749138381
遠雄丰尚,415,-0.08590308370044053,21,0.23529411764705882,0.05060240963855422,0.3513819985825656,4.387951807228916,0.16567005294436973
台中新建案,414,-0.0547945205479452,4,-0.42857142857142855,0.00966183574879227,-0.39544513457556935,9.106280193236715,0.12990105513815342
全台空屋率,413,-0.0801781737193764,8,-0.2,0.01937046004842615,-0.13026634382566582,3.837772397094431,-0.011949652353555319
遠雄casa,413,0.1833810888252149,0,-1,0,-1,5.566585956416465,0.073929518402071
遠雄和雅,412,0.07571801566579635,13,-0.3157894736842105,0.03155339805825243,-0.3639499233520695,4.2038834951456305,-0.07995006934812762
聯上智科,407,-0.18108651911468812,22,-0.15384615384615385,0.05405405405405406,0.033264033264033266,4.103194103194103,0.11680584298328006
約定專用,385,-0.43548387096774194,3,,0.007792207792207792,,10.327272727272728,0.036679423020312206
父女 房产赠与和买卖 税费对比,380,,0,,0,,9.534210526315789,
a7重劃區,378,0.09565217391304348,5,-0.2857142857142857,0.013227513227513227,-0.3480725623582766,5.3121693121693125,-0.07579505158930268
梯廳,377,0.05898876404494382,5,0.6666666666666666,0.013262599469496022,0.5738284703801947,2.029177718832891,0.8812168435013263
一層樓多高,374,-0.04834605597964377,1,-0.6666666666666666,0.00267379679144385,-0.6497326203208557,2.5828877005347595,0.39817474698369215
遠雄 the one,366,0.2664359861591695,5,0.25,0.01366120218579235,-0.012978142076502795,4.816939890710382,0.21793143343420868
遠雄信義center,364,0.3787878787878788,11,-0.08333333333333333,0.03021978021978022,-0.3351648351648352,6.6401098901098905,0.015048645621894043
幸福成,362,-0.11707317073170732,8,0.6,0.022099447513812154,0.8121546961325965,2.453038674033149,-0.13222963213667727
共同共有繼承,358,2.1964285714285716,0,,0,,10.192737430167599,0.006690116559762823
遠雄藏萃,354,-0.19545454545454546,2,-0.3333333333333333,0.005649717514124294,-0.17137476459510353,4.593220338983051,0.12779963680387427
預售屋付款方式,352,-0.41430948419301167,0,-1,0,-1,7.579545454545454,-0.09093857150632237
遠雄寬寓,347,0.084375,0,,0,,2.282420749279539,0.31599034192694136
新青安 資格,340,1.537313432835821,2,-0.6,0.0058823529411764705,-0.8423529411764705,8.541176470588235,0.3496670366259712
十大優良建商,339,-0.2740899357601713,2,-0.6,0.0058997050147492625,-0.44896755162241886,7.542772861356932,-0.009706233833655592
父母去世子女继承房产 避免遗产税的方法,334,40.75,0,,0,,8.401197604790418,0.5274904735982578
台中七期範圍,322,0.16666666666666666,8,3,0.024844720496894408,2.4285714285714284,1.8571428571428572,-0.6099151989562948
龜山a7,322,-0.33608247422680415,6,0.5,0.018633540372670808,1.2593167701863355,4.239130434782609,0.027989130434782867
台中七期重劃區,319,0.7722222222222223,0,,0,,6.752351097178684,-0.02453996990998152
房屋繼承 遺產稅,318,-0.13821138211382114,0,,0,,4,0.19999999999999996
房子過戶遺產稅,316,0.9386503067484663,2,,0.006329113924050633,,3.6360759493670884,0.1782910134131917
遠雄樂園,316,0.0429042904290429,21,0.10526315789473684,0.06645569620253164,0.05979347101932042,4.420886075949367,-0.10038382739243916
幸福城,309,-0.1464088397790055,4,,0.012944983818770227,,7.275080906148867,0.06450254164344778
土地增值稅 房地合一稅,306,0.1634980988593156,11,-0.47619047619047616,0.03594771241830065,-0.5497976968565205,1.7026143790849673,0.36520604176629995
房子過戶給子女贈與稅,302,-0.04430379746835443,1,0,0.0033112582781456954,0.04635761589403975,3.513245033112583,0.009259482239614739
父亲转让房产给儿子 继承方式 税费标准,298,148,0,,0,,10.046979865771812,0.2558724832214765
遠雄樂元實價登錄,296,0.38317757009345793,3,,0.010135135135135136,,7.462837837837838,0.19271642815332138
楠梓高大特區,292,-0.14619883040935672,1,-0.75,0.003424657534246575,-0.7071917808219178,5.037671232876712,-0.014932211753095679
遠雄建設,290,-0.07348242811501597,3,0.5,0.010344827586206896,0.6189655172413794,8.041379310344826,0.24171274007791352
台灣 不動產投資開發 2026,289,,0,,0,,5.262975778546712,
遠雄藝舍,286,0.06716417910447761,8,0.14285714285714285,0.027972027972027972,0.07092907092907097,7.706293706293707,-0.008027515232126175
遠雄明日讚,284,-0.1695906432748538,0,,0,,2.577464788732394,1.2372917709301494
永康區,281,-0.7203980099502487,1,0,0.0035587188612099642,2.576512455516014,12.725978647686834,0.0612021690113896
400萬免稅額條件,279,0.10714285714285714,11,0.5714285714285714,0.03942652329749104,0.4193548387096774,3.806451612903226,0.023720177643130114
父亲结婚前的房子结婚后继母是否有份,276,,0,,0,,10.496376811594203,
空屋,276,0.13580246913580246,3,2,0.010869565217391304,1.6413043478260867,7.181159420289855,0.018099030997920044
遠東通訊園區,275,0.1,1,-0.5,0.0036363636363636364,-0.5454545454545454,8.316363636363636,0.08060858060858066
天母時麗,271,0.1630901287553648,7,0.4,0.025830258302583026,0.20369003690036902,3.7195571955719555,0.23631501650251868
綠禾,270,0.4673913043478261,3,,0.011111111111111112,,4.87037037037037,-0.020603116777980147
都市土地使用分區類別,268,0.13559322033898305,3,-0.4,0.011194029850746268,-0.4716417910447761,3.7388059701492535,0.051678437372138036
永康公園,266,0.7161290322580646,2,1,0.007518796992481203,0.1654135338345864,8.793233082706767,-0.08893641188532839
房屋繼承稅金,265,-0.3239795918367347,11,-0.15384615384615385,0.04150943396226415,0.25166908563134965,2.849056603773585,0.23543162464518302
房產贈與稅,265,0.13247863247863248,2,1,0.007547169811320755,0.7660377358490564,4.690566037735849,-0.31012416541157223
遠雄純寓,264,0.056,1,,0.003787878787878788,,2.8636363636363633,0.6124078624078622
北屯,260,1.2222222222222223,0,,0,,13.573076923076924,-0.021534195933456547
小檜溪,260,4,2,1,0.007692307692307693,-0.6,11.78076923076923,-0.12982954545454545
樓梯間,257,-0.09824561403508772,2,,0.007782101167315175,,7.217898832684825,0.176831331416004
父母商铺转给子女 哪种方式划算,256,,0,,0,,8.62890625,
梧棲重劃區,255,0.11842105263157894,9,0.5,0.03529411764705882,0.34117647058823536,2.2470588235294118,0.0455702280912366
法定空地是什麼,253,0.036885245901639344,7,0.75,0.02766798418972332,0.6877470355731224,5.782608695652174,0.03140096618357494
亞洲新灣區,251,-0.32887700534759357,0,,0,,11.147410358565738,-0.02772120473330549
新青安配合銀行,248,-0.27696793002915454,0,-1,0,-1,5.625,-0.019626524390243906
北士科捷運,246,-0.22641509433962265,4,0,0.016260162601626018,0.2926829268292684,4.845528455284553,-0.027223454052722272
北屯區,245,4.6976744186046515,1,,0.004081632653061225,,12.224489795918368,0.1231903017617304
豪宅稅計算方式,244,0.19607843137254902,0,,0,,7.663934426229508,0.030614781114581126
不動產遺產稅,243,0.31351351351351353,3,-0.25,0.012345679012345678,-0.4290123456790124,1.860082304526749,-0.0823593964334706
建商推薦,240,1.2222222222222223,1,,0.004166666666666667,,28.3,1.0891319207108683
房地合一稅 土地增值稅,240,-0.09774436090225563,16,1.2857142857142858,0.06666666666666667,1.5333333333333334,1.8083333333333333,0.0021180555555556195
北士科輝達,239,0.2131979695431472,2,,0.008368200836820083,,9.410041841004183,-0.020719364670985594
贈與稅跟遺產稅哪個高,233,10.095238095238095,0,,0,,7.8111587982832615,0.00020935831675912667
中和工業區,232,-0.4271604938271605,3,2,0.01293103448275862,4.237068965517242,5.323275862068965,0.036503232758620704
新青安,230,-0.375,2,-0.7142857142857143,0.008695652173913044,-0.5428571428571429,16.543478260869563,0.005782256732198797
夏沐,229,0.832,2,0,0.008733624454148471,-0.4541484716157206,8.179039301310045,0.00925953866116062
繼承房屋 遺產稅,229,0.5684931506849316,1,,0.004366812227074236,,3.9563318777292578,-0.03568538539487221
遠雄metalink科技園區,225,-0.10714285714285714,7,-0.65,0.03111111111111111,-0.608,4.484444444444444,0.050260223048327
台中七期在哪一區,224,0.3413173652694611,0,,0,,5.950892857142857,0.019281135531135474
新青安 銀行有哪些,224,0.061611374407582936,2,-0.3333333333333333,0.008928571428571428,-0.37202380952380953,5.424107142857143,0.25629704406460724
遺產稅 房子,224,-0.03862660944206009,1,-0.5,0.004464285714285714,-0.4799107142857143,4.65625,0.28088105076741443
擔保債權總金額,222,-0.3489736070381232,3,-0.5714285714285714,0.013513513513513514,-0.3416988416988416,5.887387387387387,-0.0895242180956466
明玥,221,0.13333333333333333,15,-0.0625,0.06787330316742081,-0.17279411764705888,4.3257918552036205,0.07182898572389584
房屋贈與稅幾%,218,-0.09917355371900827,2,0,0.009174311926605505,0.11009174311926609,4.541284403669724,0.01947200898708088
遷戶籍一定要到當地嗎,216,0.3170731707317073,3,,0.013888888888888888,,11.99537037037037,0.007807756527018818
附屬建物,215,70.66666666666667,0,,0,,1.0093023255813953,-0.8738372093023256
新莊副都心,210,0.09375,0,-1,0,-1,12.49047619047619,-0.11929069828445513
美式風格,207,-0.2247191011235955,0,,0,,1.0193236714975846,0.004278303652601792
主建物坪數,202,0.6031746031746031,1,-0.5,0.0049504950495049506,-0.6881188118811881,3.5594059405940595,0.005572081871864371
父子间房产买卖 象征性交易一元 可行性,202,32.666666666666664,0,,0,,8.524752475247524,-0.14752475247524757
房產贈與稅計算,201,0.9142857142857143,1,-0.6666666666666666,0.004975124378109453,-0.8258706467661691,3.7611940298507465,0.05313432835820896
台中七期在哪裡,200,-0.02912621359223301,0,,0,,7.305,0.026487039563437894
子母車位,200,-0.06542056074766354,1,,0.005,,10.025,0.058386778490379994
新青安銀行,200,-0.931787175989086,1,-0.9090909090909091,0.005,0.3327272727272727,7.35,0.29890904707371463
父母去世后 子女继承与父母共同拥有房产 遗产税相关规定,199,98.5,0,,0,,8.442211055276381,1.1105527638190953
高雄新成屋,198,0.042105263157894736,1,,0.005050505050505051,,7.53030303030303,-0.10184709619737879
父母名下房产如何转到子女名下最划算,197,,0,,0,,8.634517766497462,
大河商爵,194,-0.19834710743801653,5,-0.5,0.02577319587628866,-0.3762886597938145,3.5463917525773194,0.09888195150283144
房地產遺產稅怎麼算,194,-0.12217194570135746,3,,0.015463917525773196,,3.3350515463917527,-0.08668352942679385
新青安有哪些銀行,194,0.0718232044198895,0,-1,0,-1,5.298969072164948,0.22180051218070784
遠雄台中,194,-0.348993288590604,3,0.5,0.015463917525773196,1.3041237113402062,7.381443298969073,-0.024968925934049774
永康重劃區,192,0.16363636363636364,2,-0.3333333333333333,0.010416666666666666,-0.4270833333333333,5.135416666666667,-0.13181992827868846
遺產稅 房屋,192,0.6695652173913044,1,,0.005208333333333333,,4.177083333333334,0.03526849856321859
父母去世后 子女继承房产 出售时的增值税标准,190,14.833333333333334,0,,0,,7.1,0.0649999999999999
豪宅稅怎麼算,190,-0.3515358361774744,0,-1,0,-1,8.994736842105263,-0.013675937598487285
遠雄幸福城命案,190,2.877551020408163,1,,0.005263157894736842,,10.389473684210527,-0.06931588569229284
天母蒔麗價格,186,0.10059171597633136,3,-0.25,0.016129032258064516,-0.3185483870967742,6.39247311827957,0.08794356192270626
高雄新建案預售屋,185,0.23333333333333334,2,-0.3333333333333333,0.010810810810810811,-0.45945945945945943,6.437837837837838,0.13342215454891523
當層排氣,184,0.2602739726027397,3,0.5,0.016304347826086956,0.19021739130434787,2.1956521739130435,-0.3293614698926688
遠雄明月,184,-0.21367521367521367,10,0.42857142857142855,0.05434782608695652,0.8167701863354035,4.864130434782609,-0.05070348478804781
北士科 建案,183,-0.1073170731707317,4,0.3333333333333333,0.02185792349726776,0.4936247723132968,5.819672131147541,0.11811882557192668
遺產稅修法,182,0.2638888888888889,10,0.42857142857142855,0.054945054945054944,0.13029827315541598,6.1098901098901095,0.3053771154661362
父亲的房子继承过户给儿子 交税情况,181,180,0,,0,,10.430939226519337,0.0430939226519337
交屋後多久要遷戶籍,180,-0.0055248618784530384,8,1,0.044444444444444446,1.0111111111111113,4.405555555555555,-0.23693248272195652
遠雄琉蘊、遠雄夏綠蒂- 聯合接待中心｜台中西屯區七期預售案｜市政北七路門牌｜新光三越ｘ國家歌劇院ｘ秋紅谷為鄰｜夏綠蒂公園｜捷運市政府站,180,-0.08629441624365482,6,-0.25,0.03333333333333333,-0.1791666666666666,6.022222222222222,0.010543251940185508
小檜溪重劃區淹水,179,0.040697674418604654,0,-1,0,-1,6.189944134078212,0.06148593326166747
繳房地合一稅還要繳土地增值稅嗎,179,-0.2896825396825397,1,0,0.00558659217877095,0.40782122905027945,3.3910614525139664,-0.02113690030524685
交屋保留款是什麼,178,-0.35507246376811596,2,-0.5,0.011235955056179775,-0.22471910112359553,4.264044943820225,0.13598108541928774
一層樓高度幾米,177,-0.18055555555555555,4,0.3333333333333333,0.022598870056497175,0.6271186440677967,3.0112994350282487,0.2605439495467088
遠雄建設評價,177,0.11320754716981132,2,-0.6,0.011299435028248588,-0.6406779661016949,7.4124293785310735,-0.1276267422750254
不動產贈與稅,175,0.5350877192982456,2,1,0.011428571428571429,0.30285714285714294,6.72,-0.09016627078384805
台灣 不動產開發 2026,175,,0,,0,,2.685714285714286,
北士科 捷運,173,0.44166666666666665,1,0,0.005780346820809248,-0.3063583815028902,6.115606936416185,0.28524138768816515
北市科捷運,173,0.7835051546391752,2,0,0.011560693641618497,-0.4393063583815029,6.578034682080925,-0.06441442205007374
高雄the one,173,0.023668639053254437,4,0,0.023121387283236993,-0.02312138728323702,4.075144508670521,0.34249399993239366
600萬房子贈與稅,171,0.32558139534883723,1,,0.005847953216374269,,10.134502923976608,-0.07214274152378815
房屋 遺產稅,171,-0.4722222222222222,1,-0.75,0.005847953216374269,-0.5263157894736842,2.56140350877193,-0.3403062505229688
台南市安南區,169,7.45,0,,0,,12.065088757396449,0.10688887682536224
台灣 空屋率,168,0.03067484662576687,6,0.2,0.03571428571428571,0.16428571428571423,2.732142857142857,0.2167740046838408
房子的遺產稅怎麼算,167,0.21897810218978103,1,,0.005988023952095809,,2.9461077844311374,0.11189191864205462
